fused_feature	layer	original_feature	fold
METH__GDAP1L1.5	DNA methylation	GDAP1L1.5	5
METH__feature_281998	DNA methylation	feature_281998	5
METH__feature_321104	DNA methylation	feature_321104	5
METH__DAB1.16	DNA methylation	DAB1.16	5
METH__PRDM16.94	DNA methylation	PRDM16.94	5
METH__MORN1.52	DNA methylation	MORN1.52	5
METH__HTR6.18	DNA methylation	HTR6.18	5
METH__WNK2.4	DNA methylation	WNK2.4	5
METH__C7orf50.113	DNA methylation	C7orf50.113	5
METH__SLC1A3.11	DNA methylation	SLC1A3.11	5
METH__NHLH2.14	DNA methylation	NHLH2.14	5
METH__CACNA1H.148	DNA methylation	CACNA1H.148	5
METH__feature_177593	DNA methylation	feature_177593	5
METH__PPP1R14A.15	DNA methylation	PPP1R14A.15	5
METH__feature_267536	DNA methylation	feature_267536	5
METH__TACC1.13	DNA methylation	TACC1.13	5
METH__PDGFA.12	DNA methylation	PDGFA.12	5
METH__C7orf50.175	DNA methylation	C7orf50.175	5
METH__feature_199744	DNA methylation	feature_199744	5
METH__MT1M.7	DNA methylation	MT1M.7	5
METH__feature_223570	DNA methylation	feature_223570	5
METH__BEX4.4	DNA methylation	BEX4.4	5
METH__CUGBP2.75	DNA methylation	CUGBP2.75	5
METH__FOXI3.4	DNA methylation	FOXI3.4	5
METH__feature_193468	DNA methylation	feature_193468	5
METH__LY96.2	DNA methylation	LY96.2	5
METH__CABLES1.2	DNA methylation	CABLES1.2	5
METH__MAP3K5.3	DNA methylation	MAP3K5.3	5
METH__PRRG1.3	DNA methylation	PRRG1.3	5
METH__feature_347979	DNA methylation	feature_347979	5
METH__HCK.12	DNA methylation	HCK.12	5
METH__ZNF365.8	DNA methylation	ZNF365.8	5
METH__ANO1.64	DNA methylation	ANO1.64	5
METH__UPB1;C22orf45.11	DNA methylation	UPB1;C22orf45.11	5
METH__DNASE1L1;TAFAZZIN.2	DNA methylation	DNASE1L1;TAFAZZIN.2	5
METH__CETN2;NSDHL.2	DNA methylation	CETN2;NSDHL.2	5
METH__NIPAL4.7	DNA methylation	NIPAL4.7	5
METH__CNGB1.1	DNA methylation	CNGB1.1	5
METH__feature_336326	DNA methylation	feature_336326	5
METH__feature_41615	DNA methylation	feature_41615	5
METH__BCAN.15	DNA methylation	BCAN.15	5
METH__feature_255195	DNA methylation	feature_255195	5
METH__FGF13	DNA methylation	FGF13	5
METH__C7orf50.74	DNA methylation	C7orf50.74	5
METH__MTMR1.14	DNA methylation	MTMR1.14	5
METH__AGRN.33	DNA methylation	AGRN.33	5
METH__POLA1.7	DNA methylation	POLA1.7	5
METH__SLC7A3.6	DNA methylation	SLC7A3.6	5
METH__feature_254710	DNA methylation	feature_254710	5
METH__feature_326499	DNA methylation	feature_326499	5
METH__EN2.3	DNA methylation	EN2.3	5
METH__feature_292093	DNA methylation	feature_292093	5
METH__feature_144380	DNA methylation	feature_144380	5
METH__PM20D1.5	DNA methylation	PM20D1.5	5
METH__feature_307216	DNA methylation	feature_307216	5
METH__feature_175469	DNA methylation	feature_175469	5
METH__RIMS2.23	DNA methylation	RIMS2.23	5
METH__AACS.6	DNA methylation	AACS.6	5
METH__IGF1R.104	DNA methylation	IGF1R.104	5
METH__LOC349114.20	DNA methylation	LOC349114.20	5
METH__feature_316506	DNA methylation	feature_316506	5
METH__feature_60415	DNA methylation	feature_60415	5
METH__feature_99178	DNA methylation	feature_99178	5
METH__GNL3L.11	DNA methylation	GNL3L.11	5
METH__feature_251115	DNA methylation	feature_251115	5
METH__feature_291588	DNA methylation	feature_291588	5
METH__HS3ST2.12	DNA methylation	HS3ST2.12	5
METH__ARMCX1.4	DNA methylation	ARMCX1.4	5
METH__MECOM.6	DNA methylation	MECOM.6	5
METH__ZNF154	DNA methylation	ZNF154	5
METH__ACOT9.9	DNA methylation	ACOT9.9	5
METH__feature_4000	DNA methylation	feature_4000	5
METH__feature_151615	DNA methylation	feature_151615	5
METH__feature_85010	DNA methylation	feature_85010	5
METH__HCCA2;DUSP8.2	DNA methylation	HCCA2;DUSP8.2	5
METH__COMP.17	DNA methylation	COMP.17	5
METH__feature_160797	DNA methylation	feature_160797	5
METH__feature_200533	DNA methylation	feature_200533	5
METH__feature_344842	DNA methylation	feature_344842	5
METH__LTB4R2;LTB4R;CIDEB.10	DNA methylation	LTB4R2;LTB4R;CIDEB.10	5
METH__WBSCR17.4	DNA methylation	WBSCR17.4	5
METH__JAKMIP3.70	DNA methylation	JAKMIP3.70	5
METH__SLC22A16.1	DNA methylation	SLC22A16.1	5
METH__feature_161276	DNA methylation	feature_161276	5
METH__feature_307514	DNA methylation	feature_307514	5
METH__KCNB1.9	DNA methylation	KCNB1.9	5
METH__FARP1.51	DNA methylation	FARP1.51	5
METH__ADRB3.5	DNA methylation	ADRB3.5	5
METH__SLC8A3.27	DNA methylation	SLC8A3.27	5
METH__feature_196082	DNA methylation	feature_196082	5
METH__HIST1H1A.5	DNA methylation	HIST1H1A.5	5
METH__feature_277261	DNA methylation	feature_277261	5
METH__CCDC151.1	DNA methylation	CCDC151.1	5
METH__feature_84400	DNA methylation	feature_84400	5
METH__feature_233210	DNA methylation	feature_233210	5
METH__FLT3.1	DNA methylation	FLT3.1	5
METH__HIST1H3B.8	DNA methylation	HIST1H3B.8	5
METH__CCDC160.10	DNA methylation	CCDC160.10	5
METH__feature_363061	DNA methylation	feature_363061	5
METH__HRNBP3.100	DNA methylation	HRNBP3.100	5
METH__ESPN.26	DNA methylation	ESPN.26	5
METH__feature_4650	DNA methylation	feature_4650	5
METH__ASPG.6	DNA methylation	ASPG.6	5
METH__feature_6510	DNA methylation	feature_6510	5
METH__feature_147584	DNA methylation	feature_147584	5
METH__VAX1.39	DNA methylation	VAX1.39	5
METH__IFT140.23	DNA methylation	IFT140.23	5
METH__LPPR2.11	DNA methylation	LPPR2.11	5
METH__feature_135196	DNA methylation	feature_135196	5
METH__CAMTA1.59	DNA methylation	CAMTA1.59	5
METH__feature_23373	DNA methylation	feature_23373	5
METH__HOXB4.15	DNA methylation	HOXB4.15	5
METH__LAMC2.12	DNA methylation	LAMC2.12	5
METH__feature_182234	DNA methylation	feature_182234	5
METH__TOX2.7	DNA methylation	TOX2.7	5
METH__feature_259503	DNA methylation	feature_259503	5
METH__feature_165168	DNA methylation	feature_165168	5
METH__PTPRN2.439	DNA methylation	PTPRN2.439	5
METH__feature_106780	DNA methylation	feature_106780	5
METH__IRX5.1	DNA methylation	IRX5.1	5
METH__MACROD1.36	DNA methylation	MACROD1.36	5
METH__CRHR2	DNA methylation	CRHR2	5
METH__COX7B2	DNA methylation	COX7B2	5
METH__PIF1.1	DNA methylation	PIF1.1	5
METH__KIF26B.29	DNA methylation	KIF26B.29	5
METH__RNMTL1.5	DNA methylation	RNMTL1.5	5
METH__feature_256865	DNA methylation	feature_256865	5
METH__KLC2;RAB1B.10	DNA methylation	KLC2;RAB1B.10	5
METH__OPLAH.13	DNA methylation	OPLAH.13	5
METH__ZNF814.7	DNA methylation	ZNF814.7	5
METH__MMP23B;MMP23A.3	DNA methylation	MMP23B;MMP23A.3	5
METH__EXT1.18	DNA methylation	EXT1.18	5
METH__RAB40B.30	DNA methylation	RAB40B.30	5
METH__feature_373812	DNA methylation	feature_373812	5
METH__feature_159573	DNA methylation	feature_159573	5
METH__SIGIRR.8	DNA methylation	SIGIRR.8	5
METH__feature_24004	DNA methylation	feature_24004	5
METH__CACNA1H.91	DNA methylation	CACNA1H.91	5
METH__feature_307979	DNA methylation	feature_307979	5
METH__NFATC1.116	DNA methylation	NFATC1.116	5
METH__SLC6A3.38	DNA methylation	SLC6A3.38	5
METH__C7orf50.43	DNA methylation	C7orf50.43	5
METH__GPR158.7	DNA methylation	GPR158.7	5
METH__NALF2.5	DNA methylation	NALF2.5	5
METH__KATNAL2.5	DNA methylation	KATNAL2.5	5
METH__ACSL4.3	DNA methylation	ACSL4.3	5
METH__ZIC4;ZIC1	DNA methylation	ZIC4;ZIC1	5
METH__feature_200433	DNA methylation	feature_200433	5
METH__C1orf87	DNA methylation	C1orf87	5
METH__SLC9A1.17	DNA methylation	SLC9A1.17	5
METH__SCGN.7	DNA methylation	SCGN.7	5
METH__PCYT1B.12	DNA methylation	PCYT1B.12	5
METH__feature_294196	DNA methylation	feature_294196	5
METH__feature_286672	DNA methylation	feature_286672	5
METH__RGS12.88	DNA methylation	RGS12.88	5
METH__HOXA1.10	DNA methylation	HOXA1.10	5
METH__UNCX.18	DNA methylation	UNCX.18	5
METH__feature_181003	DNA methylation	feature_181003	5
METH__ETV2	DNA methylation	ETV2	5
METH__feature_246635	DNA methylation	feature_246635	5
METH__ZNF667.3	DNA methylation	ZNF667.3	5
METH__feature_135258	DNA methylation	feature_135258	5
METH__EFNB1.18	DNA methylation	EFNB1.18	5
METH__SLC38A4.11	DNA methylation	SLC38A4.11	5
METH__feature_62407	DNA methylation	feature_62407	5
METH__FLJ30058.29	DNA methylation	FLJ30058.29	5
METH__NOTCH4;GPSM3.22	DNA methylation	NOTCH4;GPSM3.22	5
METH__CDC42BPB.47	DNA methylation	CDC42BPB.47	5
METH__CACNA1C.74	DNA methylation	CACNA1C.74	5
METH__feature_120035	DNA methylation	feature_120035	5
METH__feature_175277	DNA methylation	feature_175277	5
METH__PREX1.11	DNA methylation	PREX1.11	5
METH__COL23A1.4	DNA methylation	COL23A1.4	5
METH__TMEM185A.3	DNA methylation	TMEM185A.3	5
METH__feature_273661	DNA methylation	feature_273661	5
METH__feature_392789	DNA methylation	feature_392789	5
METH__FAM110B.17	DNA methylation	FAM110B.17	5
METH__THBS2.14	DNA methylation	THBS2.14	5
METH__LOC285796	DNA methylation	LOC285796	5
METH__MIR196B.10	DNA methylation	MIR196B.10	5
METH__PAQR9.8	DNA methylation	PAQR9.8	5
METH__feature_122469	DNA methylation	feature_122469	5
METH__SLC13A5.4	DNA methylation	SLC13A5.4	5
METH__OSTalpha.3	DNA methylation	OSTalpha.3	5
METH__feature_294550	DNA methylation	feature_294550	5
METH__ARMCX4.14	DNA methylation	ARMCX4.14	5
METH__UBTF.27	DNA methylation	UBTF.27	5
METH__GPRASP1	DNA methylation	GPRASP1	5
METH__TSNARE1.48	DNA methylation	TSNARE1.48	5
METH__feature_48894	DNA methylation	feature_48894	5
METH__GFI1.37	DNA methylation	GFI1.37	5
METH__UNCX.19	DNA methylation	UNCX.19	5
METH__EXPH5.27	DNA methylation	EXPH5.27	5
METH__NBEAL2.4	DNA methylation	NBEAL2.4	5
METH__FHL1.19	DNA methylation	FHL1.19	5
METH__LRRC3B.22	DNA methylation	LRRC3B.22	5
METH__HOXB6;LOC404266.35	DNA methylation	HOXB6;LOC404266.35	5
METH__feature_104113	DNA methylation	feature_104113	5
METH__DPP6.93	DNA methylation	DPP6.93	5
METH__ZC3HC1.4	DNA methylation	ZC3HC1.4	5
METH__LMTK3.25	DNA methylation	LMTK3.25	5
METH__MIR124-2.9	DNA methylation	MIR124-2.9	5
METH__feature_248815	DNA methylation	feature_248815	5
METH__GPR88.8	DNA methylation	GPR88.8	5
METH__FAM59B.30	DNA methylation	FAM59B.30	5
METH__COL11A2.198	DNA methylation	COL11A2.198	5
METH__feature_24181	DNA methylation	feature_24181	5
METH__ADAMTSL5.8	DNA methylation	ADAMTSL5.8	5
METH__feature_312916	DNA methylation	feature_312916	5
METH__BTG2.1	DNA methylation	BTG2.1	5
METH__feature_83651	DNA methylation	feature_83651	5
METH__MCF2L.80	DNA methylation	MCF2L.80	5
METH__MACF1.26	DNA methylation	MACF1.26	5
METH__ANKRD30B.2	DNA methylation	ANKRD30B.2	5
METH__ZBTB38.7	DNA methylation	ZBTB38.7	5
METH__FGF8.13	DNA methylation	FGF8.13	5
METH__SLITRK2.19	DNA methylation	SLITRK2.19	5
METH__feature_143639	DNA methylation	feature_143639	5
METH__feature_52558	DNA methylation	feature_52558	5
METH__44631.8	DNA methylation	44631.8	5
METH__feature_375847	DNA methylation	feature_375847	5
METH__DUSP9.12	DNA methylation	DUSP9.12	5
METH__DMD.7	DNA methylation	DMD.7	5
METH__ELF4.1	DNA methylation	ELF4.1	5
METH__feature_129059	DNA methylation	feature_129059	5
METH__feature_96084	DNA methylation	feature_96084	5
METH__feature_69337	DNA methylation	feature_69337	5
METH__IL13RA1.7	DNA methylation	IL13RA1.7	5
METH__C11orf75.10	DNA methylation	C11orf75.10	5
METH__NLGN1.10	DNA methylation	NLGN1.10	5
METH__AHRR.44	DNA methylation	AHRR.44	5
METH__UBL4A.2	DNA methylation	UBL4A.2	5
METH__LRRN2.16	DNA methylation	LRRN2.16	5
METH__feature_171108	DNA methylation	feature_171108	5
METH__SORCS1.4	DNA methylation	SORCS1.4	5
METH__feature_142178	DNA methylation	feature_142178	5
METH__feature_100346	DNA methylation	feature_100346	5
METH__RALYL	DNA methylation	RALYL	5
METH__SIM1.53	DNA methylation	SIM1.53	5
METH__RREB1.37	DNA methylation	RREB1.37	5
METH__PCDHGB1;PCDHGB3;PCDHGB2;PCDHGA8;PCDHGA9;PCDHGB6;PCDHGB5;PCDHGB4;PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA6;PCDHGA7;PCDHGA4;PCDHGA5.3	DNA methylation	PCDHGB1;PCDHGB3;PCDHGB2;PCDHGA8;PCDHGA9;PCDHGB6;PCDHGB5;PCDHGB4;PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA6;PCDHGA7;PCDHGA4;PCDHGA5.3	5
METH__GPR81.12	DNA methylation	GPR81.12	5
METH__PRDM16.366	DNA methylation	PRDM16.366	5
METH__NCRNA00086.4	DNA methylation	NCRNA00086.4	5
METH__MYT1L.157	DNA methylation	MYT1L.157	5
METH__C9orf167.3	DNA methylation	C9orf167.3	5
METH__NEDD4L.34	DNA methylation	NEDD4L.34	5
METH__IL1RAPL2.4	DNA methylation	IL1RAPL2.4	5
METH__FLJ30058.18	DNA methylation	FLJ30058.18	5
METH__MAST1.10	DNA methylation	MAST1.10	5
METH__ICAM2.10	DNA methylation	ICAM2.10	5
METH__DRD4.17	DNA methylation	DRD4.17	5
METH__VGLL2.14	DNA methylation	VGLL2.14	5
METH__feature_295795	DNA methylation	feature_295795	5
METH__RSPH9.8	DNA methylation	RSPH9.8	5
METH__feature_9168	DNA methylation	feature_9168	5
METH__ZNF827.9	DNA methylation	ZNF827.9	5
METH__LPAR3.3	DNA methylation	LPAR3.3	5
METH__PRDM16.352	DNA methylation	PRDM16.352	5
METH__DSP.5	DNA methylation	DSP.5	5
METH__feature_245268	DNA methylation	feature_245268	5
METH__feature_28	DNA methylation	feature_28	5
METH__WIPI2	DNA methylation	WIPI2	5
METH__DHX40.3	DNA methylation	DHX40.3	5
METH__feature_111537	DNA methylation	feature_111537	5
METH__KNDC1.40	DNA methylation	KNDC1.40	5
METH__UBL4A	DNA methylation	UBL4A	5
METH__DRD4	DNA methylation	DRD4	5
METH__BLID;LOC399959.2	DNA methylation	BLID;LOC399959.2	5
METH__NKD2.15	DNA methylation	NKD2.15	5
METH__feature_299976	DNA methylation	feature_299976	5
METH__USP27X;LOC158572	DNA methylation	USP27X;LOC158572	5
METH__feature_64276	DNA methylation	feature_64276	5
METH__feature_171230	DNA methylation	feature_171230	5
METH__KCP.10	DNA methylation	KCP.10	5
METH__feature_78823	DNA methylation	feature_78823	5
METH__feature_178585	DNA methylation	feature_178585	5
METH__TRIM36.22	DNA methylation	TRIM36.22	5
METH__FARP1.19	DNA methylation	FARP1.19	5
METH__FBXO39.2	DNA methylation	FBXO39.2	5
METH__CACNG8.16	DNA methylation	CACNG8.16	5
METH__TBX5.18	DNA methylation	TBX5.18	5
METH__feature_316936	DNA methylation	feature_316936	5
METH__ONECUT1.22	DNA methylation	ONECUT1.22	5
METH__feature_23198	DNA methylation	feature_23198	5
METH__feature_143594	DNA methylation	feature_143594	5
METH__MGC45800.5	DNA methylation	MGC45800.5	5
METH__KIAA2022.11	DNA methylation	KIAA2022.11	5
METH__GJB2.5	DNA methylation	GJB2.5	5
METH__PRRT1.32	DNA methylation	PRRT1.32	5
METH__feature_181973	DNA methylation	feature_181973	5
METH__ARMCX4.9	DNA methylation	ARMCX4.9	5
METH__ATG4A;PSMD10.2	DNA methylation	ATG4A;PSMD10.2	5
METH__KIAA1751.2	DNA methylation	KIAA1751.2	5
METH__ZFPM1.40	DNA methylation	ZFPM1.40	5
METH__feature_365909	DNA methylation	feature_365909	5
METH__SDHAP3.14	DNA methylation	SDHAP3.14	5
METH__SPRED3.3	DNA methylation	SPRED3.3	5
METH__feature_39413	DNA methylation	feature_39413	5
METH__FOXA2.15	DNA methylation	FOXA2.15	5
METH__CIDEA.6	DNA methylation	CIDEA.6	5
METH__ARMCX1.11	DNA methylation	ARMCX1.11	5
METH__APC.21	DNA methylation	APC.21	5
METH__feature_278928	DNA methylation	feature_278928	5
METH__CDH12.11	DNA methylation	CDH12.11	5
METH__CACNA1C.72	DNA methylation	CACNA1C.72	5
METH__MT1G.4	DNA methylation	MT1G.4	5
METH__feature_362574	DNA methylation	feature_362574	5
METH__feature_70011	DNA methylation	feature_70011	5
METH__LHX9.8	DNA methylation	LHX9.8	5
METH__MAGED2.11	DNA methylation	MAGED2.11	5
METH__SCARA5.14	DNA methylation	SCARA5.14	5
METH__ITPKB.49	DNA methylation	ITPKB.49	5
METH__feature_93150	DNA methylation	feature_93150	5
METH__HIST1H2BE.6	DNA methylation	HIST1H2BE.6	5
METH__feature_358489	DNA methylation	feature_358489	5
METH__RBM38.21	DNA methylation	RBM38.21	5
METH__PTPRN2.904	DNA methylation	PTPRN2.904	5
METH__LOC100292680.1	DNA methylation	LOC100292680.1	5
METH__feature_202885	DNA methylation	feature_202885	5
METH__CAMTA1.46	DNA methylation	CAMTA1.46	5
METH__LYNX1.24	DNA methylation	LYNX1.24	5
METH__feature_271548	DNA methylation	feature_271548	5
METH__CPT1A.28	DNA methylation	CPT1A.28	5
METH__feature_287108	DNA methylation	feature_287108	5
METH__feature_351882	DNA methylation	feature_351882	5
METH__feature_224185	DNA methylation	feature_224185	5
METH__feature_325632	DNA methylation	feature_325632	5
METH__SRCIN1.24	DNA methylation	SRCIN1.24	5
METH__TWIST1.31	DNA methylation	TWIST1.31	5
METH__feature_333826	DNA methylation	feature_333826	5
METH__FANCA.6	DNA methylation	FANCA.6	5
METH__GFPT2.19	DNA methylation	GFPT2.19	5
METH__RPS4Y1.1	DNA methylation	RPS4Y1.1	5
METH__NOX4.5	DNA methylation	NOX4.5	5
METH__LPPR5.5	DNA methylation	LPPR5.5	5
METH__INSM1.9	DNA methylation	INSM1.9	5
METH__CUX1.95	DNA methylation	CUX1.95	5
METH__KLF14.8	DNA methylation	KLF14.8	5
METH__feature_261874	DNA methylation	feature_261874	5
METH__GPR62.4	DNA methylation	GPR62.4	5
METH__feature_12084	DNA methylation	feature_12084	5
METH__RASA3.235	DNA methylation	RASA3.235	5
METH__ALX4.12	DNA methylation	ALX4.12	5
METH__DLX1.10	DNA methylation	DLX1.10	5
METH__HMGB3.6	DNA methylation	HMGB3.6	5
METH__PAX6.66	DNA methylation	PAX6.66	5
METH__NTRK1;INSRR.14	DNA methylation	NTRK1;INSRR.14	5
METH__feature_324887	DNA methylation	feature_324887	5
METH__MIR200B.1	DNA methylation	MIR200B.1	5
METH__SOX9	DNA methylation	SOX9	5
METH__LOC100132215.4	DNA methylation	LOC100132215.4	5
METH__CYP26C1	DNA methylation	CYP26C1	5
METH__AGRN.2	DNA methylation	AGRN.2	5
METH__feature_388047	DNA methylation	feature_388047	5
METH__feature_250608	DNA methylation	feature_250608	5
METH__CASP8.17	DNA methylation	CASP8.17	5
METH__LTBP1.13	DNA methylation	LTBP1.13	5
METH__MPV17L.2	DNA methylation	MPV17L.2	5
METH__feature_327360	DNA methylation	feature_327360	5
METH__DKK1.11	DNA methylation	DKK1.11	5
METH__FOXA2.20	DNA methylation	FOXA2.20	5
METH__DCPS.9	DNA methylation	DCPS.9	5
METH__RPL23P8	DNA methylation	RPL23P8	5
METH__GRM7.16	DNA methylation	GRM7.16	5
METH__feature_221838	DNA methylation	feature_221838	5
METH__C1QL1.16	DNA methylation	C1QL1.16	5
METH__feature_351989	DNA methylation	feature_351989	5
METH__feature_78125	DNA methylation	feature_78125	5
METH__UNC13A.26	DNA methylation	UNC13A.26	5
METH__LBXCOR1.13	DNA methylation	LBXCOR1.13	5
METH__feature_247328	DNA methylation	feature_247328	5
METH__feature_334329	DNA methylation	feature_334329	5
METH__TAOK3.3	DNA methylation	TAOK3.3	5
METH__EXOC3	DNA methylation	EXOC3	5
METH__MUC5B.35	DNA methylation	MUC5B.35	5
METH__ASCL4.9	DNA methylation	ASCL4.9	5
METH__MYO10.54	DNA methylation	MYO10.54	5
METH__BGN.17	DNA methylation	BGN.17	5
METH__SEPHS2.1	DNA methylation	SEPHS2.1	5
METH__feature_188677	DNA methylation	feature_188677	5
METH__feature_70574	DNA methylation	feature_70574	5
METH__PFN2.1	DNA methylation	PFN2.1	5
METH__FLJ45983;GATA3.28	DNA methylation	FLJ45983;GATA3.28	5
METH__LPP.49	DNA methylation	LPP.49	5
METH__C10orf93.10	DNA methylation	C10orf93.10	5
METH__feature_314067	DNA methylation	feature_314067	5
METH__NFIC.28	DNA methylation	NFIC.28	5
METH__SECTM1.13	DNA methylation	SECTM1.13	5
METH__C5orf38.11	DNA methylation	C5orf38.11	5
METH__feature_316438	DNA methylation	feature_316438	5
METH__ASCL1.13	DNA methylation	ASCL1.13	5
METH__JRK.4	DNA methylation	JRK.4	5
METH__DBC1.2	DNA methylation	DBC1.2	5
METH__UCHL1.2	DNA methylation	UCHL1.2	5
METH__JAK3.7	DNA methylation	JAK3.7	5
METH__ARAF.13	DNA methylation	ARAF.13	5
METH__HOXA1.11	DNA methylation	HOXA1.11	5
METH__PAX6.2	DNA methylation	PAX6.2	5
METH__TMEM132D.65	DNA methylation	TMEM132D.65	5
METH__BANK1.9	DNA methylation	BANK1.9	5
METH__EBF3.28	DNA methylation	EBF3.28	5
METH__EVX2.10	DNA methylation	EVX2.10	5
METH__feature_166344	DNA methylation	feature_166344	5
METH__KLHL14.13	DNA methylation	KLHL14.13	5
METH__feature_247187	DNA methylation	feature_247187	5
METH__DGKK.8	DNA methylation	DGKK.8	5
METH__ODZ4.83	DNA methylation	ODZ4.83	5
METH__EMID2.16	DNA methylation	EMID2.16	5
METH__LRRTM1;CTNNA2.12	DNA methylation	LRRTM1;CTNNA2.12	5
METH__LRRIQ4.5	DNA methylation	LRRIQ4.5	5
METH__SIAH3.19	DNA methylation	SIAH3.19	5
METH__IQCG.7	DNA methylation	IQCG.7	5
METH__KCNQ5.7	DNA methylation	KCNQ5.7	5
METH__FAM104B.13	DNA methylation	FAM104B.13	5
METH__RASSF1.42	DNA methylation	RASSF1.42	5
METH__ISM1.30	DNA methylation	ISM1.30	5
METH__FLNC.41	DNA methylation	FLNC.41	5
METH__SCML1.12	DNA methylation	SCML1.12	5
METH__GPR135.6	DNA methylation	GPR135.6	5
METH__LBXCOR1.12	DNA methylation	LBXCOR1.12	5
METH__CLVS2.6	DNA methylation	CLVS2.6	5
METH__P2RY14;MED12L.16	DNA methylation	P2RY14;MED12L.16	5
METH__SLC6A15.1	DNA methylation	SLC6A15.1	5
METH__SLC6A2.11	DNA methylation	SLC6A2.11	5
METH__ZNF185	DNA methylation	ZNF185	5
METH__feature_228245	DNA methylation	feature_228245	5
METH__AGAP1.39	DNA methylation	AGAP1.39	5
METH__GALR1.28	DNA methylation	GALR1.28	5
METH__PRRT1.41	DNA methylation	PRRT1.41	5
METH__feature_265581	DNA methylation	feature_265581	5
METH__CPLX2.36	DNA methylation	CPLX2.36	5
METH__SP9.15	DNA methylation	SP9.15	5
METH__feature_300118	DNA methylation	feature_300118	5
METH__DCLK2.5	DNA methylation	DCLK2.5	5
METH__feature_135498	DNA methylation	feature_135498	5
METH__RGS7.26	DNA methylation	RGS7.26	5
METH__feature_193460	DNA methylation	feature_193460	5
METH__GIMAP8.2	DNA methylation	GIMAP8.2	5
METH__feature_308718	DNA methylation	feature_308718	5
METH__feature_371152	DNA methylation	feature_371152	5
METH__feature_20859	DNA methylation	feature_20859	5
METH__DAAM2.15	DNA methylation	DAAM2.15	5
METH__KLF8.3	DNA methylation	KLF8.3	5
METH__SFRP5.6	DNA methylation	SFRP5.6	5
METH__feature_147413	DNA methylation	feature_147413	5
METH__PLEKHG5.41	DNA methylation	PLEKHG5.41	5
METH__HCN1.14	DNA methylation	HCN1.14	5
METH__PAX6.52	DNA methylation	PAX6.52	5
METH__feature_19628	DNA methylation	feature_19628	5
METH__ST18.9	DNA methylation	ST18.9	5
METH__RBM3.9	DNA methylation	RBM3.9	5
METH__QRFPR.9	DNA methylation	QRFPR.9	5
METH__CSMD3.40	DNA methylation	CSMD3.40	5
METH__TNXB.245	DNA methylation	TNXB.245	5
METH__feature_25272	DNA methylation	feature_25272	5
METH__feature_225321	DNA methylation	feature_225321	5
METH__feature_62092	DNA methylation	feature_62092	5
METH__SP5.6	DNA methylation	SP5.6	5
METH__PRDM14.15	DNA methylation	PRDM14.15	5
METH__feature_300884	DNA methylation	feature_300884	5
METH__AZI1.14	DNA methylation	AZI1.14	5
